text,intent,action_type
từ giờ gọi t là Khang,action,SET_USERNAME
check tiền đã xài 15-06-2026 đi,action,REPORT_COMPARE
xem report giáo dục thứ 6,action,REPORT_GENERAL
set tone dặn dỗi,action,SET_TONE
cho t xem báo cáo tháng 12 năm ngoái,action,REPORT
chuyển giao diện sáng,action,SETTING
bật dark mode,action,SYSTEM_SETTING
tắt chế độ tối,action,SETTING
cho t xem báo cáo tuần này,action,REPORT
tắt thông báo chi tiêu,action,SET_ALERT
sửa giao dịch cuối thành 50k,action,EDIT
gọi mình là Boss nhé,action,SET_USERNAME
cộng thêm 10 triệu vào hạn mức,action,SET_LIMIT
xem report giải trí tháng này,action,REPORT_INCOME
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
undo giao dịch cuối,action,DELETE_LAST
chuyển style nói chuyện nhé,action,SET_TONE
undo giao dịch cuối,action,DELETE_LAST
thống kê chi tiêu tuần trước,action,REPORT_GENERAL
check tiền đã xài thứ 2 đi,action,REPORT_GENERAL
nói chuyện nghiêm túc hơn đi,action,TONE
cho t xem báo cáo 23-12-2025,action,REPORT
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
thống kê chi tiêu tháng trước,action,REPORT
tạo mục tiêu tiết kiệm 500k,action,SET_GOAL
update record vừa nhập,action,EDIT
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
tắt chế độ tối,action,SETTING
xem report sức khỏe 7 ngày qua,action,REPORT_GENERAL
để dành 200k nha,action,GOAL
check tiền đã xài thứ 3 đi,action,REPORT_GENERAL
đổi danh mục sang sức khỏe,action,UPDATE_RECORD
set limit giải trí 500k mỗi tháng,action,LIMIT
xóa giao dịch vừa nhập,action,DELETE
giảm limit còn 200k,action,SET_LIMIT
search hóa đơn trên 10 triệu,action,SEARCH_RECORD
set tone dễ thương,action,TONE
chuyển giao diện sáng,action,SETTING
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
check tiền đã xài thứ 2 đi,action,REPORT_COMPARE
xem report mua sắm năm nay,action,REPORT_COMPARE
sửa giao dịch cuối thành 10 triệu,action,UPDATE_RECORD
mở cài đặt,action,SETTING
check tiền đã xài 23-12-2025 đi,action,REPORT_INCOME
set income 200k,action,SET_INCOME
xóa giao dịch vừa nhập,action,DELETE
xem report mua sắm 30 ngày qua,action,REPORT_COMPARE
alert hạn mức cho đi lại,action,SET_ALERT
nói chuyện dễ thương hơn đi,action,SET_TONE
tạo mục tiêu tiết kiệm 2 triệu,action,SET_GOAL
xóa giao dịch vừa nhập,action,DELETE
gọi mình là Min nhé,action,SET_USERNAME
nhắc mình khi vượt ngân sách,action,SET_ALERT
cho t xem báo cáo hôm qua,action,REPORT_GENERAL
thống kê chi tiêu hôm nay,action,REPORT
giảm limit còn 500k,action,SET_LIMIT
tìm giao dịch đi lại,action,SEARCH_RECORD
đề xuất budget hợp lý đi,action,SUGGEST
set tone hài hước,action,SET_TONE
set tone dặn dỗi,action,SET_TONE
sửa giao dịch cuối thành 2 triệu,action,EDIT
update record vừa nhập,action,UPDATE_RECORD
kiếm giúp khoản trà sữa,action,SEARCH
set limit sức khỏe 5 triệu mỗi tháng,action,SET_LIMIT
đặt hạn mức giải trí 500k,action,SET_LIMIT
cộng thêm 500k vào hạn mức,action,SET_LIMIT
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
tìm record tháng 12 năm ngoái,action,SEARCH_RECORD
sửa giao dịch cuối thành 5 triệu,action,UPDATE_RECORD
tìm giao dịch nhà ở,action,SEARCH_RECORD
đổi tên thành Mimo Master,action,SET_USERNAME
đặt hạn mức ăn uống 2 triệu,action,SET_LIMIT
mục tiêu du lịch 500k trước tuần này,action,GOAL
tạo mục tiêu tiết kiệm 50k,action,SET_GOAL
xem report giáo dục chủ nhật,action,REPORT_COMPARE
update record vừa nhập,action,UPDATE_RECORD
set income 5 triệu,action,SET_INCOME
update record vừa nhập,action,UPDATE_RECORD
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
cho t xem báo cáo 15-06-2026,action,REPORT_COMPARE
bật dark mode,action,SYSTEM_SETTING
tạo mục tiêu tiết kiệm 2 triệu,action,GOAL
tắt chế độ tối,action,SYSTEM_SETTING
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
từ giờ gọi t là Bin,action,SET_USERNAME
thống kê chi tiêu tuần trước,action,REPORT_COMPARE
hủy hóa đơn mới nhất,action,DELETE_LAST
chuyển giao diện sáng,action,SETTING
bật dark mode,action,SYSTEM_SETTING
đổi danh mục sang sức khỏe,action,UPDATE_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST
cho t xem báo cáo tháng 12 năm ngoái,action,REPORT_GENERAL
đặt hạn mức mua sắm 2 triệu,action,SET_LIMIT
undo giao dịch cuối,action,DELETE_LAST
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
cho t xem báo cáo tuần này,action,REPORT_GENERAL
bật dark mode,action,SYSTEM_SETTING
update record vừa nhập,action,UPDATE_RECORD
cho t xem báo cáo 30 ngày qua,action,REPORT_INCOME
thống kê chi tiêu cuối tuần,action,REPORT
check tiền đã xài quý 1 năm nay đi,action,REPORT_INCOME
check tiền đã xài thứ 6 đi,action,REPORT
bật cảnh báo sức khỏe,action,SET_ALERT
xem report giáo dục thứ 6,action,REPORT_GENERAL
tìm record thứ 6,action,SEARCH_RECORD
check tiền đã xài năm ngoái đi,action,REPORT_GENERAL
đề xuất budget hợp lý đi,action,SUGGEST
update record vừa nhập,action,EDIT
thống kê chi tiêu tuần trước,action,REPORT_COMPARE
update record vừa nhập,action,EDIT
search hóa đơn trên 2 triệu,action,SEARCH
tháng tới nên tiêu bao nhiêu,action,SUGGEST
search hóa đơn trên 5 triệu,action,SEARCH
mở cài đặt,action,SYSTEM_SETTING
cho t xem báo cáo thứ 3,action,REPORT_GENERAL
thống kê chi tiêu thứ 6,action,REPORT_INCOME
chuyển style nói chuyện nhé,action,TONE
cho t xem báo cáo tháng này,action,REPORT_GENERAL
mở cài đặt,action,SYSTEM_SETTING
thống kê chi tiêu năm ngoái,action,REPORT_COMPARE
đề xuất budget hợp lý đi,action,SUGGEST
check tiền đã xài thứ 3 đi,action,REPORT_COMPARE
thống kê chi tiêu cuối tuần,action,REPORT_INCOME
update record vừa nhập,action,EDIT
đổi giọng sang dễ thương,action,SET_TONE
check tiền đã xài 30 ngày qua đi,action,REPORT_COMPARE
đổi danh mục sang mua sắm,action,EDIT
chỉnh lại ghi chú nha,action,EDIT
tháng tới nên tiêu bao nhiêu,action,SUGGEST
cho t xem báo cáo 01-01-2026,action,REPORT_COMPARE
check tiền đã xài năm ngoái đi,action,REPORT_GENERAL
nhắc mình khi vượt ngân sách,action,SET_ALERT
chuyển style nói chuyện nhé,action,TONE
tạo mục tiêu tiết kiệm 50k,action,SET_GOAL
chuyển giao diện sáng,action,SYSTEM_SETTING
xem report mua sắm tháng trước,action,REPORT_GENERAL
từ giờ gọi t là Bin,action,SET_USERNAME
bật cảnh báo mua sắm,action,SET_ALERT
lương của mình là 200k,action,SET_INCOME
xóa giao dịch vừa nhập,action,DELETE_LAST
nói chuyện châm chọc hơn đi,action,TONE
xóa record cuối giúp mình,action,DELETE
tạo mục tiêu tiết kiệm 100k,action,SET_GOAL
cho t xem báo cáo năm ngoái,action,REPORT_INCOME
xem report đi lại tháng trước,action,REPORT_INCOME
tạo mục tiêu tiết kiệm 5 triệu,action,GOAL
save goal mua laptop 200k,action,SET_GOAL
mỗi tháng mình kiếm 200k,action,SET_INCOME
bật cảnh báo nhà ở,action,SET_ALERT
sửa giao dịch cuối thành 5 triệu,action,UPDATE_RECORD
cho t xem báo cáo hôm qua,action,REPORT
tắt thông báo chi tiêu,action,SET_ALERT
check tiền đã xài 30 ngày qua đi,action,REPORT_COMPARE
xem report ăn uống cuối tuần,action,REPORT_GENERAL
cho t xem báo cáo thứ 3,action,REPORT_COMPARE
undo giao dịch cuối,action,DELETE
tìm giao dịch đi lại,action,SEARCH_RECORD
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
tắt chế độ tối,action,SETTING
bật dark mode,action,SYSTEM_SETTING
lương của mình là 50k,action,SET_INCOME
xóa giao dịch vừa nhập,action,DELETE_LAST
đề xuất budget hợp lý đi,action,SUGGEST
đổi danh mục sang sức khỏe,action,EDIT
chuyển giao diện sáng,action,SETTING
undo giao dịch cuối,action,DELETE_LAST
nói chuyện dặn dỗi hơn đi,action,TONE
cộng thêm 1 triệu vào hạn mức,action,SET_LIMIT
bật dark mode,action,SETTING
check tiền đã xài năm ngoái đi,action,REPORT_INCOME
cho t xem báo cáo thứ 2,action,REPORT_GENERAL
alert hạn mức cho giải trí,action,SET_ALERT
set tone hài hước,action,SET_TONE
giảm limit còn 1 triệu,action,SET_LIMIT
mở cài đặt,action,SYSTEM_SETTING
update record vừa nhập,action,EDIT
check tiền đã xài thứ 2 đi,action,REPORT_INCOME
mỗi tháng mình kiếm 1 triệu,action,SET_INCOME
đặt hạn mức đi lại 2 triệu,action,SET_LIMIT
check tiền đã xài quý 1 năm nay đi,action,REPORT_COMPARE
set tone nghiêm túc,action,SET_TONE
undo giao dịch cuối,action,DELETE_LAST
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_GENERAL
check tiền đã xài hôm nay đi,action,REPORT_COMPARE
tư vấn hạn mức cho mình,action,SUGGEST
tìm giao dịch sức khỏe,action,SEARCH_RECORD
đặt hạn mức mua sắm 5 triệu,action,SET_LIMIT
mở cài đặt,action,SETTING
tìm giao dịch sức khỏe,action,SEARCH_RECORD
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
tắt chế độ tối,action,SETTING
đề xuất budget hợp lý đi,action,SUGGEST
xóa giao dịch vừa nhập,action,DELETE_LAST
search hóa đơn trên 500k,action,SEARCH_RECORD
bật dark mode,action,SETTING
thống kê chi tiêu hôm qua,action,REPORT_GENERAL
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
đổi danh mục sang nhà ở,action,EDIT
check tiền đã xài chủ nhật đi,action,REPORT_GENERAL
set tone dễ thương,action,SET_TONE
set limit sức khỏe 1 triệu mỗi tháng,action,SET_LIMIT
xem report đi lại tuần trước,action,REPORT
tháng tới nên tiêu bao nhiêu,action,SUGGEST
alert hạn mức cho nhà ở,action,SET_ALERT
đổi danh mục sang mua sắm,action,EDIT
tắt thông báo chi tiêu,action,SET_ALERT
gợi ý ngân sách tháng sau,action,SUGGEST
tắt chế độ tối,action,SETTING
gợi ý ngân sách tháng sau,action,SUGGEST
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
search hóa đơn trên 5 triệu,action,SEARCH_RECORD
alert hạn mức cho đi lại,action,SET_ALERT
thu nhập tháng này 10 triệu,action,SET_INCOME
save goal mua laptop 5 triệu,action,SET_GOAL
cho t xem báo cáo cuối tuần,action,REPORT_INCOME
check tiền đã xài tuần trước đi,action,REPORT_GENERAL
đổi giọng sang dặn dỗi,action,TONE
xóa record cuối giúp mình,action,DELETE
đổi danh mục sang đi lại,action,UPDATE_RECORD
tìm record tháng trước,action,SEARCH_RECORD
tìm giao dịch ăn uống,action,SEARCH
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
đặt hạn mức sức khỏe 2 triệu,action,LIMIT
đổi giọng sang châm chọc,action,SET_TONE
lương của mình là 10 triệu,action,SET_INCOME
cho t xem báo cáo tuần trước,action,REPORT_GENERAL
đề xuất budget hợp lý đi,action,SUGGEST
check tiền đã xài hôm qua đi,action,REPORT
đổi tên thành Bin,action,SET_USERNAME
chỉnh lại ghi chú nha,action,EDIT
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
search hóa đơn trên 50k,action,SEARCH_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST
tư vấn hạn mức cho mình,action,SUGGEST
xóa record cuối giúp mình,action,DELETE_LAST
đặt hạn mức nhà ở 2 triệu,action,LIMIT
tháng tới nên tiêu bao nhiêu,action,SUGGEST
đổi danh mục sang giải trí,action,UPDATE_RECORD
tháng tới nên tiêu bao nhiêu,action,SUGGEST
search hóa đơn trên 200k,action,SEARCH
undo giao dịch cuối,action,DELETE_LAST
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
xem report nhà ở năm ngoái,action,REPORT_GENERAL
giảm limit còn 1 triệu,action,SET_LIMIT
thống kê chi tiêu hôm qua,action,REPORT_GENERAL
đổi danh mục sang nhà ở,action,UPDATE_RECORD
mỗi tháng mình kiếm 2 triệu,action,SET_INCOME
xem report mua sắm năm nay,action,REPORT_GENERAL
xóa giao dịch vừa nhập,action,DELETE_LAST
xem report sức khỏe tuần này,action,REPORT_GENERAL
search hóa đơn trên 10 triệu,action,SEARCH_RECORD
giảm limit còn 1 triệu,action,LIMIT
xem report nhà ở năm nay,action,REPORT_GENERAL
hủy hóa đơn mới nhất,action,DELETE_LAST
set tone dễ thương,action,TONE
kiếm giúp khoản trà sữa,action,SEARCH
đặt hạn mức nhà ở 2 triệu,action,LIMIT
tìm record tuần này,action,SEARCH
check tiền đã xài 23-12-2025 đi,action,REPORT_COMPARE
check tiền đã xài hôm qua đi,action,REPORT_INCOME
alert hạn mức cho giải trí,action,SET_ALERT
bật cảnh báo mua sắm,action,SET_ALERT
đặt hạn mức sức khỏe 200k,action,SET_LIMIT
xóa record cuối giúp mình,action,DELETE_LAST
bật cảnh báo sức khỏe,action,SET_ALERT
chuyển giao diện sáng,action,SETTING
đổi tên thành Khang,action,SET_USERNAME
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
tư vấn hạn mức cho mình,action,SUGGEST
tắt chế độ tối,action,SYSTEM_SETTING
mục tiêu du lịch 5 triệu trước quý 1 năm nay,action,GOAL
cho t xem báo cáo 15-06-2026,action,REPORT
chỉnh lại ghi chú nha,action,EDIT
xem report ăn uống hôm qua,action,REPORT_GENERAL
cộng thêm 500k vào hạn mức,action,SET_LIMIT
xem report mua sắm năm ngoái,action,REPORT_GENERAL
set tone châm chọc,action,TONE
tìm giao dịch giáo dục,action,SEARCH
mục tiêu du lịch 50k trước quý 1 năm nay,action,GOAL
xóa record cuối giúp mình,action,DELETE_LAST
từ giờ gọi t là Min,action,SET_USERNAME
check tiền đã xài quý 1 năm nay đi,action,REPORT
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_GENERAL
bật cảnh báo mua sắm,action,SET_ALERT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
undo giao dịch cuối,action,DELETE_LAST
nói chuyện dễ thương hơn đi,action,SET_TONE
xem report nhà ở thứ 2,action,REPORT_GENERAL
check tiền đã xài hôm qua đi,action,REPORT_GENERAL
cộng thêm 200k vào hạn mức,action,LIMIT
đổi danh mục sang ăn uống,action,EDIT
từ giờ gọi t là Khang,action,SET_USERNAME
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
hủy hóa đơn mới nhất,action,DELETE
xem report giáo dục tháng này,action,REPORT_GENERAL
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
xóa record cuối giúp mình,action,DELETE
sửa giao dịch cuối thành 10 triệu,action,EDIT
set tone dễ thương,action,TONE
bật dark mode,action,SYSTEM_SETTING
sửa giao dịch cuối thành 200k,action,UPDATE_RECORD
set limit giải trí 200k mỗi tháng,action,LIMIT
xóa record cuối giúp mình,action,DELETE_LAST
save goal mua laptop 1 triệu,action,GOAL
search hóa đơn trên 5 triệu,action,SEARCH_RECORD
xem report mua sắm tháng trước,action,REPORT_INCOME
nói chuyện dễ thương hơn đi,action,TONE
tìm record năm nay,action,SEARCH_RECORD
chỉnh lại ghi chú nha,action,UPDATE_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
từ giờ gọi t là Boss,action,SET_USERNAME
tắt chế độ tối,action,SETTING
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_INCOME
xóa giao dịch vừa nhập,action,DELETE
thu nhập tháng này 1 triệu,action,SET_INCOME
cho t xem báo cáo cuối tuần,action,REPORT_GENERAL
sửa giao dịch cuối thành 500k,action,UPDATE_RECORD
set limit giải trí 5 triệu mỗi tháng,action,LIMIT
đặt hạn mức sức khỏe 2 triệu,action,SET_LIMIT
xem report sức khỏe 7 ngày qua,action,REPORT_INCOME
bật cảnh báo nhà ở,action,SET_ALERT
tạo mục tiêu tiết kiệm 50k,action,SET_GOAL
đổi giọng sang dặn dỗi,action,SET_TONE
update record vừa nhập,action,EDIT
đổi giọng sang dễ thương,action,TONE
hủy hóa đơn mới nhất,action,DELETE_LAST
đổi giọng sang hài hước,action,SET_TONE
đổi giọng sang nghiêm túc,action,SET_TONE
update record vừa nhập,action,UPDATE_RECORD
search hóa đơn trên 200k,action,SEARCH_RECORD
bật cảnh báo nhà ở,action,SET_ALERT
check tiền đã xài hôm nay đi,action,REPORT_COMPARE
gọi mình là Bin nhé,action,SET_USERNAME
để dành 500k nha,action,SET_GOAL
mục tiêu du lịch 100k trước 23-12-2025,action,GOAL
thống kê chi tiêu tuần này,action,REPORT_INCOME
xem report mua sắm 15-06-2026,action,REPORT_GENERAL
để dành 1 triệu nha,action,SET_GOAL
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
nói chuyện dễ thương hơn đi,action,SET_TONE
search hóa đơn trên 1 triệu,action,SEARCH_RECORD
cộng thêm 50k vào hạn mức,action,LIMIT
đổi giọng sang dặn dỗi,action,SET_TONE
đổi danh mục sang mua sắm,action,EDIT
nhắc mình khi vượt ngân sách,action,SET_ALERT
check tiền đã xài chủ nhật đi,action,REPORT_GENERAL
đặt hạn mức giải trí 100k,action,SET_LIMIT
đổi danh mục sang đi lại,action,EDIT
xem report giải trí 30 ngày qua,action,REPORT
mục tiêu du lịch 5 triệu trước chủ nhật,action,GOAL
tìm record cuối tuần,action,SEARCH_RECORD
thống kê chi tiêu thứ 2,action,REPORT
thống kê chi tiêu thứ 6,action,REPORT_GENERAL
cho t xem báo cáo hôm nay,action,REPORT
giảm limit còn 50k,action,SET_LIMIT
mục tiêu du lịch 500k trước tháng này,action,GOAL
chuyển style nói chuyện nhé,action,SET_TONE
cho t xem báo cáo cuối tuần,action,REPORT_GENERAL
alert hạn mức cho giải trí,action,SET_ALERT
xem report đi lại thứ 3,action,REPORT
tạo mục tiêu tiết kiệm 5 triệu,action,SET_GOAL
bật dark mode,action,SYSTEM_SETTING
xem report giải trí tháng này,action,REPORT_GENERAL
tạo mục tiêu tiết kiệm 10 triệu,action,GOAL
để dành 2 triệu nha,action,GOAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST
hủy hóa đơn mới nhất,action,DELETE_LAST
undo giao dịch cuối,action,DELETE
alert hạn mức cho ăn uống,action,SET_ALERT
tắt chế độ tối,action,SYSTEM_SETTING
hủy hóa đơn mới nhất,action,DELETE
set limit nhà ở 1 triệu mỗi tháng,action,LIMIT
chuyển style nói chuyện nhé,action,SET_TONE
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_INCOME
xem report mua sắm tháng trước,action,REPORT
xóa giao dịch vừa nhập,action,DELETE_LAST
bật dark mode,action,SYSTEM_SETTING
undo giao dịch cuối,action,DELETE
tắt thông báo chi tiêu,action,SET_ALERT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
sửa giao dịch cuối thành 1 triệu,action,EDIT
nói chuyện nghiêm túc hơn đi,action,TONE
check tiền đã xài hôm qua đi,action,REPORT_GENERAL
check tiền đã xài năm nay đi,action,REPORT
mở cài đặt,action,SYSTEM_SETTING
update record vừa nhập,action,UPDATE_RECORD
đổi tên thành Mimo Master,action,SET_USERNAME
set income 200k,action,SET_INCOME
đặt hạn mức sức khỏe 2 triệu,action,LIMIT
thống kê chi tiêu 7 ngày qua,action,REPORT_GENERAL
chuyển giao diện sáng,action,SYSTEM_SETTING
nhắc mình khi vượt ngân sách,action,SET_ALERT
tạo mục tiêu tiết kiệm 2 triệu,action,SET_GOAL
thống kê chi tiêu tuần này,action,REPORT
xem report ăn uống năm ngoái,action,REPORT_INCOME
set limit đi lại 100k mỗi tháng,action,LIMIT
thống kê chi tiêu 30 ngày qua,action,REPORT
đổi danh mục sang ăn uống,action,UPDATE_RECORD
cộng thêm 10 triệu vào hạn mức,action,SET_LIMIT
gợi ý ngân sách tháng sau,action,SUGGEST
đổi tên thành Min,action,SET_USERNAME
nói chuyện hài hước hơn đi,action,TONE
set limit giáo dục 2 triệu mỗi tháng,action,SET_LIMIT
save goal mua laptop 1 triệu,action,SET_GOAL
tìm record tuần này,action,SEARCH
kiếm giúp khoản trà sữa,action,SEARCH
nhắc mình khi vượt ngân sách,action,SET_ALERT
đổi giọng sang nghiêm túc,action,SET_TONE
cộng thêm 50k vào hạn mức,action,LIMIT
mục tiêu du lịch 100k trước hôm qua,action,SET_GOAL
xóa giao dịch vừa nhập,action,DELETE
kiếm giúp khoản trà sữa,action,SEARCH
set limit ăn uống 500k mỗi tháng,action,LIMIT
xóa giao dịch vừa nhập,action,DELETE_LAST
mở cài đặt,action,SETTING
tháng tới nên tiêu bao nhiêu,action,SUGGEST
giảm limit còn 100k,action,LIMIT
đổi giọng sang dễ thương,action,TONE
thống kê chi tiêu thứ 2,action,REPORT
gợi ý ngân sách tháng sau,action,SUGGEST
hủy hóa đơn mới nhất,action,DELETE_LAST
set tone nghiêm túc,action,TONE
mỗi tháng mình kiếm 500k,action,SET_INCOME
cho t xem báo cáo 01-01-2026,action,REPORT_INCOME
chuyển giao diện sáng,action,SETTING
kiếm giúp khoản trà sữa,action,SEARCH
đề xuất budget hợp lý đi,action,SUGGEST
cộng thêm 500k vào hạn mức,action,LIMIT
đổi danh mục sang giải trí,action,UPDATE_RECORD
xóa record cuối giúp mình,action,DELETE_LAST
nói chuyện dễ thương hơn đi,action,SET_TONE
xem report giải trí tháng trước,action,REPORT_INCOME
để dành 2 triệu nha,action,SET_GOAL
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
thống kê chi tiêu hôm nay,action,REPORT_GENERAL
tư vấn hạn mức cho mình,action,SUGGEST
đổi giọng sang nghiêm túc,action,SET_TONE
tạo mục tiêu tiết kiệm 10 triệu,action,SET_GOAL
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
xóa record cuối giúp mình,action,DELETE_LAST
cộng thêm 200k vào hạn mức,action,LIMIT
xem report mua sắm thứ 6,action,REPORT
cho t xem báo cáo chủ nhật,action,REPORT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
xem report đi lại 23-12-2025,action,REPORT
search hóa đơn trên 2 triệu,action,SEARCH
đặt hạn mức ăn uống 10 triệu,action,LIMIT
search hóa đơn trên 500k,action,SEARCH_RECORD
chuyển style nói chuyện nhé,action,TONE
update record vừa nhập,action,UPDATE_RECORD
mục tiêu du lịch 5 triệu trước thứ 2,action,SET_GOAL
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
cộng thêm 100k vào hạn mức,action,LIMIT
hủy hóa đơn mới nhất,action,DELETE_LAST
mở cài đặt,action,SETTING
bật cảnh báo giáo dục,action,SET_ALERT
nói chuyện nghiêm túc hơn đi,action,TONE
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
để dành 2 triệu nha,action,GOAL
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
cộng thêm 2 triệu vào hạn mức,action,LIMIT
tìm record quý 1 năm nay,action,SEARCH_RECORD
bật cảnh báo đi lại,action,SET_ALERT
set limit đi lại 100k mỗi tháng,action,SET_LIMIT
đổi danh mục sang mua sắm,action,UPDATE_RECORD
cho t xem báo cáo tuần này,action,REPORT
nói chuyện châm chọc hơn đi,action,TONE
xóa record cuối giúp mình,action,DELETE
set limit mua sắm 500k mỗi tháng,action,SET_LIMIT
để dành 200k nha,action,SET_GOAL
gọi mình là Bin nhé,action,SET_USERNAME
đổi danh mục sang ăn uống,action,UPDATE_RECORD
cho t xem báo cáo cuối tuần,action,REPORT_GENERAL
sửa giao dịch cuối thành 10 triệu,action,EDIT
xóa record cuối giúp mình,action,DELETE_LAST
tìm record 15-06-2026,action,SEARCH_RECORD
tạo mục tiêu tiết kiệm 100k,action,GOAL
search hóa đơn trên 200k,action,SEARCH
xóa giao dịch vừa nhập,action,DELETE
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
undo giao dịch cuối,action,DELETE
tạo mục tiêu tiết kiệm 1 triệu,action,GOAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST
sửa giao dịch cuối thành 1 triệu,action,EDIT
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
xóa giao dịch vừa nhập,action,DELETE
sửa giao dịch cuối thành 1 triệu,action,UPDATE_RECORD
gọi mình là Boss nhé,action,SET_USERNAME
save goal mua laptop 1 triệu,action,SET_GOAL
check tiền đã xài cuối tuần đi,action,REPORT_GENERAL
xem report sức khỏe tháng 12 năm ngoái,action,REPORT_COMPARE
chuyển giao diện sáng,action,SYSTEM_SETTING
đặt hạn mức nhà ở 5 triệu,action,LIMIT
nói chuyện nghiêm túc hơn đi,action,TONE
bật dark mode,action,SETTING
đổi danh mục sang ăn uống,action,UPDATE_RECORD
tìm giao dịch nhà ở,action,SEARCH_RECORD
save goal mua laptop 2 triệu,action,GOAL
hủy hóa đơn mới nhất,action,DELETE
tìm giao dịch sức khỏe,action,SEARCH
mở cài đặt,action,SETTING
thống kê chi tiêu 30 ngày qua,action,REPORT_GENERAL
update record vừa nhập,action,UPDATE_RECORD
check tiền đã xài thứ 6 đi,action,REPORT_GENERAL
check tiền đã xài tuần này đi,action,REPORT_GENERAL
thu nhập tháng này 1 triệu,action,SET_INCOME
đề xuất budget hợp lý đi,action,SUGGEST
search hóa đơn trên 100k,action,SEARCH_RECORD
set income 10 triệu,action,SET_INCOME
chỉnh lại ghi chú nha,action,UPDATE_RECORD
set nickname Bin,action,SET_USERNAME
sửa giao dịch cuối thành 50k,action,UPDATE_RECORD
đổi danh mục sang nhà ở,action,EDIT
xem report đi lại năm nay,action,REPORT_GENERAL
chuyển style nói chuyện nhé,action,SET_TONE
save goal mua laptop 5 triệu,action,GOAL
đề xuất budget hợp lý đi,action,SUGGEST
chuyển style nói chuyện nhé,action,TONE
cho t xem báo cáo 30 ngày qua,action,REPORT_INCOME
tắt chế độ tối,action,SYSTEM_SETTING
set nickname Boss,action,SET_USERNAME
tắt chế độ tối,action,SETTING
xem report ăn uống chủ nhật,action,REPORT
chuyển giao diện sáng,action,SYSTEM_SETTING
save goal mua laptop 10 triệu,action,SET_GOAL
sửa giao dịch cuối thành 500k,action,EDIT
thu nhập tháng này 500k,action,SET_INCOME
update record vừa nhập,action,EDIT
để dành 2 triệu nha,action,SET_GOAL
sửa giao dịch cuối thành 200k,action,UPDATE_RECORD
tắt thông báo chi tiêu,action,SET_ALERT
đổi giọng sang dặn dỗi,action,SET_TONE
thống kê chi tiêu tuần trước,action,REPORT
xóa giao dịch vừa nhập,action,DELETE
xem report nhà ở thứ 2,action,REPORT_INCOME
đổi giọng sang hài hước,action,SET_TONE
chuyển giao diện sáng,action,SETTING
check tiền đã xài thứ 3 đi,action,REPORT_GENERAL
save goal mua laptop 200k,action,GOAL
set tone châm chọc,action,SET_TONE
để dành 2 triệu nha,action,SET_GOAL
chuyển style nói chuyện nhé,action,TONE
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
tắt chế độ tối,action,SYSTEM_SETTING
check tiền đã xài 15-06-2026 đi,action,REPORT_GENERAL
set nickname Mimo Master,action,SET_USERNAME
check tiền đã xài tuần trước đi,action,REPORT_INCOME
đề xuất budget hợp lý đi,action,SUGGEST
lương của mình là 1 triệu,action,SET_INCOME
chuyển style nói chuyện nhé,action,SET_TONE
xóa record cuối giúp mình,action,DELETE
